rule_id,query_name,industry,objective,category,subcategory,required_groups,forbidden_terms,compiled_regex,regex_flags
913,Offset - Promised Action,Healthcare,Searches for calls where Customers are talking about Promises made to them,Promised Actions,Promised Action,"[[""i will take care of that for you"", ""i will take care of it"", ""\""we have taken care of it"", ""we can take care of that for him"", ""\""they will take care of it"", ""well take care of it for you"", ""\""who would take care of it"", ""i'm gonna take care of that for you"", ""\""I will take care of that"", ""it has been taken care of"", ""\""takes care of it"", ""take care of that for you"", ""get it taken care of"", ""\""take care of that for you today"", ""that takes care of it"", ""\""taken care of it for you""], [""was supposed to"", ""were supposed to"", ""you were supposed to"", ""they were supposed to"", ""\""they weren't supposed to"", ""we're supposed to""], [""I was promised"", ""I was informed earlier"", ""I have been told"", ""I was told before""], [""Take_Care"", ""Suppose_To"", ""Promised""]]","[""take care of it"", ""get that taken care of""]","^(?!.*take\s+care\s+of\s+it)(?!.*get\s+that\s+taken\s+care\s+of)(?=.*(?:i\s+will\s+take\s+care\s+of\s+that\s+for\s+you|i\s+will\s+take\s+care\s+of\s+it|""we\s+have\s+taken\s+care\s+of\s+it|we\s+can\s+take\s+care\s+of\s+that\s+for\s+him|""they\s+will\s+take\s+care\s+of\s+it|well\s+take\s+care\s+of\s+it\s+for\s+you|""who\s+would\s+take\s+care\s+of\s+it|i'm\s+gonna\s+take\s+care\s+of\s+that\s+for\s+you|""I\s+will\s+take\s+care\s+of\s+that|it\s+has\s+been\s+taken\s+care\s+of|""takes\s+care\s+of\s+it|take\s+care\s+of\s+that\s+for\s+you|get\s+it\s+taken\s+care\s+of|""take\s+care\s+of\s+that\s+for\s+you\s+today|that\s+takes\s+care\s+of\s+it|""taken\s+care\s+of\s+it\s+for\s+you))(?=.*(?:was\s+supposed\s+to|were\s+supposed\s+to|you\s+were\s+supposed\s+to|they\s+were\s+supposed\s+to|""they\s+weren't\s+supposed\s+to|we're\s+supposed\s+to))(?=.*(?:I\s+was\s+promised|I\s+was\s+informed\s+earlier|I\s+have\s+been\s+told|I\s+was\s+told\s+before))(?=.*(?:Take_Care|Suppose_To|Promised)).*$",IGNORECASE
914,Offset - Resolve/Recap,Healthcare,Searches for mentions of Resolve and Recap,Process,Resolve/Recap,"[[""If we don't need to go over anything have I resolve the reason for your call"", ""just to recap"", ""did you need me to recap"", ""\""does that resolve the reason for ur call do you need me to recap anything"", ""does that resolve th reason for your call"", ""\""have I resolve for your call""]]",[],"^(?=.*(?:If\s+we\s+don't\s+need\s+to\s+go\s+over\s+anything\s+have\s+I\s+resolve\s+the\s+reason\s+for\s+your\s+call|just\s+to\s+recap|did\s+you\s+need\s+me\s+to\s+recap|""does\s+that\s+resolve\s+the\s+reason\s+for\s+ur\s+call\s+do\s+you\s+need\s+me\s+to\s+recap\s+anything|does\s+that\s+resolve\s+th\s+reason\s+for\s+your\s+call|""have\s+I\s+resolve\s+for\s+your\s+call)).*$",IGNORECASE
915,Offset - Verification,Healthcare,Searches calls where caller has been verified,Offset queries,Verification,"[[""can you verify the address"", ""can you verify the date of birth""], [""incase we are disconnected""], [""may I have a callback number""], [""Verification""]]",[],^(?=.*(?:can\s+you\s+verify\s+the\s+address|can\s+you\s+verify\s+the\s+date\s+of\s+birth))(?=.*(?:incase\s+we\s+are\s+disconnected))(?=.*(?:may\s+I\s+have\s+a\s+callback\s+number))(?=.*(?:Verification)).*$,IGNORECASE
916,PA - Call Back Promised,Healthcare,To identify teh calls promised by the CSP,Multiple contact,Call Back Promised,"[[""I get a response back"", ""Once I get the information"", ""I promise you"", ""Once I get a specific answer"", ""I can contact them now"", ""\""two business days"", ""Hear from them""], [""I will call you back"", ""I will give you a callback""], [""CB1""], [""CB2""]]",[],"^(?=.*(?:I\s+get\s+a\s+response\s+back|Once\s+I\s+get\s+the\s+information|I\s+promise\s+you|Once\s+I\s+get\s+a\s+specific\s+answer|I\s+can\s+contact\s+them\s+now|""two\s+business\s+days|Hear\s+from\s+them))(?=.*(?:I\s+will\s+call\s+you\s+back|I\s+will\s+give\s+you\s+a\s+callback))(?=.*(?:CB1))(?=.*(?:CB2)).*$",IGNORECASE
917,PA - Supervisor,Healthcare,Searches for calls that mention a supervisor,Multiple contact,Supervisor,"[[""manager"", ""Speak to manager""], [""Supervisor"", ""Supervisor1"", ""Manager"", ""senior representative""]]","[""my supervisor"", ""my provider"", ""to provider"", ""provider"", ""Supervisor"", ""my provider"", ""\""to provider"", ""provider"", ""Check with my supervisor"", ""check with my provider""]","^(?!.*my\s+supervisor)(?!.*my\s+provider)(?!.*to\s+provider)(?!.*provider)(?!.*Supervisor)(?!.*my\s+provider)(?!.*""to\s+provider)(?!.*provider)(?!.*Check\s+with\s+my\s+supervisor)(?!.*check\s+with\s+my\s+provider)(?=.*(?:manager|Speak\s+to\s+manager))(?=.*(?:Supervisor|Supervisor1|Manager|senior\s+representative)).*$",IGNORECASE
918,PA - Take Care Of It,Healthcare,Searches for calls where the agent promises to take care of something,Promised Actions,Take Care Of It,"[[""i will take care of that for you"", ""i will take care of it"", ""\""we have taken care of it"", ""we can take care of that for him"", ""\""they will take care of it"", ""well take care of it for you"", ""\""who would take care of it"", ""i'm gonna take care of that for you"", ""\""I will take care of that"", ""it has been taken care of"", ""\""takes care of it"", ""take care of that for you"", ""get it taken care of"", ""\""take care of that for you today"", ""that takes care of it"", ""\""taken care of it for you""]]","[""take care of it"", ""get that taken care of""]","^(?!.*take\s+care\s+of\s+it)(?!.*get\s+that\s+taken\s+care\s+of)(?=.*(?:i\s+will\s+take\s+care\s+of\s+that\s+for\s+you|i\s+will\s+take\s+care\s+of\s+it|""we\s+have\s+taken\s+care\s+of\s+it|we\s+can\s+take\s+care\s+of\s+that\s+for\s+him|""they\s+will\s+take\s+care\s+of\s+it|well\s+take\s+care\s+of\s+it\s+for\s+you|""who\s+would\s+take\s+care\s+of\s+it|i'm\s+gonna\s+take\s+care\s+of\s+that\s+for\s+you|""I\s+will\s+take\s+care\s+of\s+that|it\s+has\s+been\s+taken\s+care\s+of|""takes\s+care\s+of\s+it|take\s+care\s+of\s+that\s+for\s+you|get\s+it\s+taken\s+care\s+of|""take\s+care\s+of\s+that\s+for\s+you\s+today|that\s+takes\s+care\s+of\s+it|""taken\s+care\s+of\s+it\s+for\s+you)).*$",IGNORECASE
919,PA - Was Supposed To,Healthcare,Searches for callls involving promised actions,Promised Actions,Was Supposed To,"[[""was supposed to"", ""were supposed to"", ""you were supposed to"", ""they were supposed to"", ""\""they weren't supposed to"", ""we're supposed to"", ""I'll follow up with"", ""Let me follow up with""]]",[],"^(?=.*(?:was\s+supposed\s+to|were\s+supposed\s+to|you\s+were\s+supposed\s+to|they\s+were\s+supposed\s+to|""they\s+weren't\s+supposed\s+to|we're\s+supposed\s+to|I'll\s+follow\s+up\s+with|Let\s+me\s+follow\s+up\s+with)).*$",IGNORECASE
920,Advertising,Telco / DTH,Not Available,Media & Communication,Advertising,"[[""advertisement"", ""advertising""]]",[],^(?=.*(?:advertisement|advertising)).*$,IGNORECASE
921,Advertising 8.5,Telco / DTH,Not Available,Media & Communication,Advertising,"[[""advertisement""]]","[""advertising"", ""pricing""]",^(?!.*advertising)(?!.*pricing)(?=.*(?:advertisement)).*$,IGNORECASE
922,Automated System,Telco / DTH,Not Available,IVR,IVR,"[[""Transfer you to""], [""Tansfer""], [""Automated""]]","[""Put you through"", ""you can do"", ""connect you"", ""can make you"", ""you have""]",^(?!.*Put\s+you\s+through)(?!.*you\s+can\s+do)(?!.*connect\s+you)(?!.*can\s+make\s+you)(?!.*you\s+have)(?=.*(?:Transfer\s+you\s+to))(?=.*(?:Tansfer))(?=.*(?:Automated)).*$,IGNORECASE
923,Automated System 8.5,Telco / DTH,Not Available,IVR,IVR,"[[""automated system""]]",[],^(?=.*(?:automated\s+system)).*$,IGNORECASE
924,HD - Member Assignment2,Healthcare,Not Available,Website,Online access,"[[""you need to go online"", ""you'll need to go online"", ""you need to go back online""], [""you need to contact"", ""you would need to contact""], [""what you can do is"", ""you might want to"", ""what you need to do is"", ""Assignment"", ""Assignment2""]]","[""Online"", ""an you can go online"", ""k you can go online"", ""you to go online"", ""choose to go online"", ""Contact"", ""he agreed to the contracted"", ""an you did contact"", ""you can contact"", ""\""what we need to do is contact"", ""that we need to contact""]","^(?!.*Online)(?!.*an\s+you\s+can\s+go\s+online)(?!.*k\s+you\s+can\s+go\s+online)(?!.*you\s+to\s+go\s+online)(?!.*choose\s+to\s+go\s+online)(?!.*Contact)(?!.*he\s+agreed\s+to\s+the\s+contracted)(?!.*an\s+you\s+did\s+contact)(?!.*you\s+can\s+contact)(?!.*""what\s+we\s+need\s+to\s+do\s+is\s+contact)(?!.*that\s+we\s+need\s+to\s+contact)(?=.*(?:you\s+need\s+to\s+go\s+online|you'll\s+need\s+to\s+go\s+online|you\s+need\s+to\s+go\s+back\s+online))(?=.*(?:you\s+need\s+to\s+contact|you\s+would\s+need\s+to\s+contact))(?=.*(?:what\s+you\s+can\s+do\s+is|you\s+might\s+want\s+to|what\s+you\s+need\s+to\s+do\s+is|Assignment|Assignment2)).*$",IGNORECASE
925,HD - Successful Completion,Healthcare,Not Available,FCR,First Call Resolution,"[[""Else I can help you with"", ""Else I can assist you with"", ""Did you have any further questions"", ""Any other questions or concerns"", ""\""Else I can look out for you""], [""No Thanks"", ""No Thank You"", ""No That's all I need"", ""No, That was all"", ""No, I appreciate your help"", ""No, That's all right"", ""\""No that was it"", ""Not right now""]]","[""Result"", ""I mean that will be"", ""I think I have a question"", ""I appreciate your patience"", ""no other time""]","^(?!.*Result)(?!.*I\s+mean\s+that\s+will\s+be)(?!.*I\s+think\s+I\s+have\s+a\s+question)(?!.*I\s+appreciate\s+your\s+patience)(?!.*no\s+other\s+time)(?=.*(?:Else\s+I\s+can\s+help\s+you\s+with|Else\s+I\s+can\s+assist\s+you\s+with|Did\s+you\s+have\s+any\s+further\s+questions|Any\s+other\s+questions\s+or\s+concerns|""Else\s+I\s+can\s+look\s+out\s+for\s+you))(?=.*(?:No\s+Thanks|No\s+Thank\s+You|No\s+That's\s+all\s+I\s+need|No,\s+That\s+was\s+all|No,\s+I\s+appreciate\s+your\s+help|No,\s+That's\s+all\s+right|""No\s+that\s+was\s+it|Not\s+right\s+now)).*$",IGNORECASE
926,18 & over Compliance,Telco / DTH,Capture calls where Eighteen years and Above is mentioned when a Truck Roll is booked,Compliance,Compliance,[],[],^.*$,IGNORECASE
927,Account Maintenance Change Name,Telco / DTH,Identify calls where the customers wants to change the name on the account,Amendments,Registration Amendement,"[[""change my mailing address"", ""change your billing address"", ""mailing address is changed""], [""change of address"", ""change my address""], [""Billing"", ""Address""]]",[],^(?=.*(?:change\s+my\s+mailing\s+address|change\s+your\s+billing\s+address|mailing\s+address\s+is\s+changed))(?=.*(?:change\s+of\s+address|change\s+my\s+address))(?=.*(?:Billing|Address)).*$,IGNORECASE
928,Account Maintenance – Change Billing/email address,Telco / DTH,Identify calls where the customers wants to change the address on the account,Amendments,Registration Amendement,"[[""change my mailing address"", ""change your billing address"", ""mailing address is changed""], [""change of address"", ""change my address""], [""Billing"", ""Address""]]",[],^(?=.*(?:change\s+my\s+mailing\s+address|change\s+your\s+billing\s+address|mailing\s+address\s+is\s+changed))(?=.*(?:change\s+of\s+address|change\s+my\s+address))(?=.*(?:Billing|Address)).*$,IGNORECASE
929,Block Marketing Calls,Telco / DTH,Captures calls from customers who don't want calls from TWC marketing,Media & Communication,Marketing calls,"[[""Telemarketers"", ""marketing calls""], [""do not call registry"", ""selective call blocking"", ""do not call list"", ""anonymous call rejection"", ""Dial Star seven Seven"", ""private listing"", ""do not call list dot gov"", ""Non Published"", ""Voice Zone""], [""Tele""], [""Block""]]",[],^(?=.*(?:Telemarketers|marketing\s+calls))(?=.*(?:do\s+not\s+call\s+registry|selective\s+call\s+blocking|do\s+not\s+call\s+list|anonymous\s+call\s+rejection|Dial\s+Star\s+seven\s+Seven|private\s+listing|do\s+not\s+call\s+list\s+dot\s+gov|Non\s+Published|Voice\s+Zone))(?=.*(?:Tele))(?=.*(?:Block)).*$,IGNORECASE
930,End of Call Help Offer (Last 60 Secs),Telco / DTH,Test for UAT,Call Closing,Courtesy Close,"[[""anything else I can do for you anything else I can help you with anything else I can assist you with what else can I help you with""]]",[],^(?=.*(?:anything\s+else\s+I\s+can\s+do\s+for\s+you\s+anything\s+else\s+I\s+can\s+help\s+you\s+with\s+anything\s+else\s+I\s+can\s+assist\s+you\s+with\s+what\s+else\s+can\s+I\s+help\s+you\s+with)).*$,IGNORECASE
931,EN-SELF-Self Help,Telco / DTH,Capture media where self help tool is already been used by the customer,Online Self Service,Online Self Service,"[[""self service option"", ""through the self serve"", ""self help section"", ""\""I can do that myself can I"", ""I tried to get it refreshed"", ""\""I tried the self-serve"", ""self service option press"", ""\""self serve option"", ""select self serve"", ""self-service"", ""self serve login"", ""\""called self-serve"", ""self-serve""]]",[],"^(?=.*(?:self\s+service\s+option|through\s+the\s+self\s+serve|self\s+help\s+section|""I\s+can\s+do\s+that\s+myself\s+can\s+I|I\s+tried\s+to\s+get\s+it\s+refreshed|""I\s+tried\s+the\s+self\-serve|self\s+service\s+option\s+press|""self\s+serve\s+option|select\s+self\s+serve|self\-service|self\s+serve\s+login|""called\s+self\-serve|self\-serve)).*$",IGNORECASE
932,EN-CE-No Education,Telco / DTH,Capture calls where customer is not educated forself serve website,Online Self Service,Online Self Service,"[[""self service"", ""choose self serve"", ""go to self serve"", ""automated system"", ""the automated system"", ""the web-site"", ""our web-site"", ""shaw direct dot c-a""]]",[],^(?=.*(?:self\s+service|choose\s+self\s+serve|go\s+to\s+self\s+serve|automated\s+system|the\s+automated\s+system|the\s+web\-site|our\s+web\-site|shaw\s+direct\s+dot\s+c\-a)).*$,IGNORECASE
933,FS_Returning Missed Call,Banking / Finance,Media where customer is returning the call due to missed calls he/she has received,Call back,Customer missed call,"[[""phone calls from this number"", ""someone called me from this number"", ""\""receiving calls from this number"", ""getting a phone call from this number"", ""not leaving a message"", ""\""received a call from this number"", ""got a missed call from this number"", ""\""several phone calls from this number"", ""got a phone call from this number"", ""keep getting the phone calls"", ""\""received a phone call from you guys""]]",[],"^(?=.*(?:phone\s+calls\s+from\s+this\s+number|someone\s+called\s+me\s+from\s+this\s+number|""receiving\s+calls\s+from\s+this\s+number|getting\s+a\s+phone\s+call\s+from\s+this\s+number|not\s+leaving\s+a\s+message|""received\s+a\s+call\s+from\s+this\s+number|got\s+a\s+missed\s+call\s+from\s+this\s+number|""several\s+phone\s+calls\s+from\s+this\s+number|got\s+a\s+phone\s+call\s+from\s+this\s+number|keep\s+getting\s+the\s+phone\s+calls|""received\s+a\s+phone\s+call\s+from\s+you\s+guys)).*$",IGNORECASE
934,HP-Inquiries To The Home Plan,Healthcare,Searches calls for inquiries to the home plan,Home Plan,Inquiries To The Home Plan,"[[""inquiry to the home plan""]]",[],^(?=.*(?:inquiry\s+to\s+the\s+home\s+plan)).*$,IGNORECASE
935,HP-Plan To Plan,Healthcare,Searches calls discussing plan to plan,Home Plan,Plan To Plan,"[[""dedicated service center"", ""plan to plan dedicated service center"", ""\""plan to plan customer care center"", ""plan to plan service unit"", ""plan to plan home area"", ""\""plan to plan line"", ""plan to plan dedicated line""]]",[],"^(?=.*(?:dedicated\s+service\s+center|plan\s+to\s+plan\s+dedicated\s+service\s+center|""plan\s+to\s+plan\s+customer\s+care\s+center|plan\s+to\s+plan\s+service\s+unit|plan\s+to\s+plan\s+home\s+area|""plan\s+to\s+plan\s+line|plan\s+to\s+plan\s+dedicated\s+line)).*$",IGNORECASE
936,ER - ID Cards,Healthcare,Searches for calls that mention ID cards,Miscellaneous,ID Cards,"[[""hear mailing address"", ""do you want to order"", ""please do not include""], [""i d card"", ""back of the i d card""]]",[],^(?=.*(?:hear\s+mailing\s+address|do\s+you\s+want\s+to\s+order|please\s+do\s+not\s+include))(?=.*(?:i\s+d\s+card|back\s+of\s+the\s+i\s+d\s+card)).*$,IGNORECASE
937,ER - Insurance Cards,Healthcare,Searches for calls that mention insurance cards,Miscellaneous,Insurance Cards,"[[""insurance card"", ""insurance coverage"", ""need new insurance card"", ""photo i d availalble"", ""payment""]]","[""insurance card"", ""insurance coverage""]",^(?!.*insurance\s+card)(?!.*insurance\s+coverage)(?=.*(?:insurance\s+card|insurance\s+coverage|need\s+new\s+insurance\s+card|photo\s+i\s+d\s+availalble|payment)).*$,IGNORECASE
938,HD - Member Card,Healthcare,Identify calls where customers talk about Member card.,Miscellaneous,Member Card,"[[""you need to go online"", ""you'll need to go online"", ""you need to go back online""], [""you need to contact"", ""you would need to contact""], [""what you can do is"", ""you might want to"", ""what you need to do is"", ""Assignment"", ""Assignment2""]]","[""Online"", ""an you can go online"", ""k you can go online"", ""you to go online"", ""choose to go online"", ""Contact"", ""he agreed to the contracted"", ""an you did contact"", ""you can contact"", ""\""what we need to do is contact"", ""that we need to contact""]","^(?!.*Online)(?!.*an\s+you\s+can\s+go\s+online)(?!.*k\s+you\s+can\s+go\s+online)(?!.*you\s+to\s+go\s+online)(?!.*choose\s+to\s+go\s+online)(?!.*Contact)(?!.*he\s+agreed\s+to\s+the\s+contracted)(?!.*an\s+you\s+did\s+contact)(?!.*you\s+can\s+contact)(?!.*""what\s+we\s+need\s+to\s+do\s+is\s+contact)(?!.*that\s+we\s+need\s+to\s+contact)(?=.*(?:you\s+need\s+to\s+go\s+online|you'll\s+need\s+to\s+go\s+online|you\s+need\s+to\s+go\s+back\s+online))(?=.*(?:you\s+need\s+to\s+contact|you\s+would\s+need\s+to\s+contact))(?=.*(?:what\s+you\s+can\s+do\s+is|you\s+might\s+want\s+to|what\s+you\s+need\s+to\s+do\s+is|Assignment|Assignment2)).*$",IGNORECASE
